,RunId,iteration,Step,num_type_a_1,num_type_a_2,is_torus,grid_height,grid_width,immediate_killing,aggressiveness,avrg_viability_time_type_a,A1_Initial_Edge_Distance,A2_Initial_Edge_Distance,A1_Initial_Aggressiveness,A2_Initial_Competition_Index,A1_Number,A2_Number
102,0,0,1020,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,609,602
103,0,0,1030,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,616,598
104,0,0,1040,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,604,602
105,0,0,1050,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,620,590
106,0,0,1060,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,617,596
107,0,0,1070,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,621,596
108,0,0,1080,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,620,595
109,0,0,1090,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,628,594
110,0,0,1100,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,623,589
111,0,0,1110,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,630,586
112,0,0,1120,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,627,590
113,0,0,1130,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,637,573
114,0,0,1140,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,643,579
115,0,0,1150,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,645,564
116,0,0,1160,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,653,573
117,0,0,1170,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,652,563
118,0,0,1180,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,654,555
119,0,0,1190,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,659,548
120,0,0,1200,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,663,553
121,0,0,1210,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,667,554
122,0,0,1220,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,675,547
123,0,0,1230,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,673,541
124,0,0,1240,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,682,541
125,0,0,1250,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,687,538
126,0,0,1260,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,686,542
127,0,0,1270,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,684,530
128,0,0,1280,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,695,533
129,0,0,1290,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,686,530
130,0,0,1300,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,675,537
131,0,0,1310,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,691,537
132,0,0,1320,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,694,530
133,0,0,1330,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,700,520
134,0,0,1340,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,697,526
135,0,0,1350,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,694,517
136,0,0,1360,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,698,513
137,0,0,1370,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,703,508
138,0,0,1380,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,694,508
139,0,0,1390,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,705,522
140,0,0,1400,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,705,509
141,0,0,1410,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,707,515
142,0,0,1420,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,705,517
143,0,0,1430,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,711,502
144,0,0,1440,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,707,508
145,0,0,1450,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,707,506
146,0,0,1460,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,705,508
147,0,0,1470,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,709,505
148,0,0,1480,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,715,501
149,0,0,1490,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,705,508
150,0,0,1500,10,50,False,25,25,False,2.5,30,3.1,3.42,2.5,0.1,702,500
151,1,1,0,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,10,50
152,1,1,10,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,18,84
153,1,1,20,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,24,108
154,1,1,30,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,37,140
155,1,1,40,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,39,158
156,1,1,50,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,52,190
157,1,1,60,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,53,227
158,1,1,70,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,73,270
159,1,1,80,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,92,328
160,1,1,90,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,105,389
161,1,1,100,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,134,446
162,1,1,110,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,178,511
163,1,1,120,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,198,609
164,1,1,130,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,257,671
165,1,1,140,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,304,747
166,1,1,150,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,369,805
167,1,1,160,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,411,803
168,1,1,170,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,424,794
169,1,1,180,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,427,771
170,1,1,190,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,436,785
171,1,1,200,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,436,769
172,1,1,210,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,431,784
173,1,1,220,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,437,779
174,1,1,230,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,438,770
175,1,1,240,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,431,769
176,1,1,250,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,442,775
177,1,1,260,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,440,776
178,1,1,270,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,430,773
179,1,1,280,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,446,767
180,1,1,290,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,447,761
181,1,1,300,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,450,769
182,1,1,310,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,451,763
183,1,1,320,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,456,765
184,1,1,330,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,455,759
185,1,1,340,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,454,755
186,1,1,350,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,453,760
187,1,1,360,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,456,749
188,1,1,370,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,454,759
189,1,1,380,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,462,748
190,1,1,390,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,457,758
191,1,1,400,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,456,764
192,1,1,410,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,456,758
193,1,1,420,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,456,757
194,1,1,430,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,463,755
195,1,1,440,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,458,752
196,1,1,450,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,461,745
197,1,1,460,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,460,747
198,1,1,470,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,470,738
199,1,1,480,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,471,744
200,1,1,490,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,471,745
201,1,1,500,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,474,745
202,1,1,510,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,476,725
203,1,1,520,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,478,739
204,1,1,530,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,488,736
205,1,1,540,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,482,731
206,1,1,550,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,476,730
207,1,1,560,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,488,734
208,1,1,570,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,480,736
209,1,1,580,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,491,724
210,1,1,590,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,485,725
211,1,1,600,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,493,727
212,1,1,610,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,491,712
213,1,1,620,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,484,734
214,1,1,630,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,487,730
215,1,1,640,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,495,727
216,1,1,650,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,493,722
217,1,1,660,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,495,716
218,1,1,670,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,495,724
219,1,1,680,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,495,714
220,1,1,690,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,490,724
221,1,1,700,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,493,723
222,1,1,710,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,499,707
223,1,1,720,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,499,717
224,1,1,730,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,499,713
225,1,1,740,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,492,710
226,1,1,750,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,507,715
227,1,1,760,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,494,713
228,1,1,770,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,493,721
229,1,1,780,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,500,715
230,1,1,790,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,508,707
231,1,1,800,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,496,707
232,1,1,810,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,498,713
233,1,1,820,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,502,705
234,1,1,830,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,507,719
235,1,1,840,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,509,709
236,1,1,850,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,509,703
237,1,1,860,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,507,706
238,1,1,870,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,505,707
239,1,1,880,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,509,690
240,1,1,890,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,512,702
241,1,1,900,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,507,697
242,1,1,910,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,517,710
243,1,1,920,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,513,694
244,1,1,930,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,505,697
245,1,1,940,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,509,698
246,1,1,950,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,507,707
247,1,1,960,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,509,699
248,1,1,970,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,506,707
249,1,1,980,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,517,700
250,1,1,990,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,518,695
251,1,1,1000,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,516,693
252,1,1,1010,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,523,698
253,1,1,1020,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,520,691
254,1,1,1030,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,516,689
255,1,1,1040,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,522,688
256,1,1,1050,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,526,688
257,1,1,1060,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,520,682
258,1,1,1070,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,528,693
259,1,1,1080,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,529,681
260,1,1,1090,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,531,687
261,1,1,1100,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,532,687
262,1,1,1110,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,524,680
263,1,1,1120,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,529,684
264,1,1,1130,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,529,677
265,1,1,1140,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,522,683
266,1,1,1150,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,528,682
267,1,1,1160,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,532,686
268,1,1,1170,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,541,678
269,1,1,1180,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,532,686
270,1,1,1190,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,525,683
271,1,1,1200,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,522,673
272,1,1,1210,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,537,670
273,1,1,1220,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,530,682
274,1,1,1230,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,530,683
275,1,1,1240,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,530,680
276,1,1,1250,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,534,692
277,1,1,1260,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,522,687
278,1,1,1270,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,531,677
279,1,1,1280,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,528,675
280,1,1,1290,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,544,681
281,1,1,1300,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,538,684
282,1,1,1310,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,530,691
283,1,1,1320,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,531,670
284,1,1,1330,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,537,677
285,1,1,1340,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,534,680
286,1,1,1350,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,543,664
287,1,1,1360,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,538,662
288,1,1,1370,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,542,674
289,1,1,1380,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,557,662
290,1,1,1390,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,561,650
291,1,1,1400,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,561,657
292,1,1,1410,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,554,660
293,1,1,1420,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,570,643
294,1,1,1430,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,569,658
295,1,1,1440,10,50,False,25,25,False,2.5,30,4.6,3.34,2.49,0.2,567,642
